9.740259740259743282e+00;-1.184699371215452146e+02
9.802418784250512829e+00;-1.183975535591163890e+02
9.864974506240935526e+00;-1.183251699966875634e+02
9.927929437695864223e+00;-1.182527864342587378e+02
9.991286126235111809e+00;-1.181804028718299122e+02
1.005504713573653142e+01;-1.181080193094010866e+02
1.011921504643978942e+01;-1.180356357469722610e+02
1.018379245505075836e+01;-1.179632521845434354e+02
1.024878197484661158e+01;-1.178908686221146098e+02
1.031418623578157856e+01;-1.178184850596857842e+02
1.038000788459336654e+01;-1.177461014972569444e+02
1.044624958491025879e+01;-1.176737179348281188e+02
1.051291401735892350e+01;-1.176013343723992932e+02
1.058000387967287992e+01;-1.175289508099704676e+02
1.064752188680166967e+01;-1.174565672475416420e+02
1.071547077102072087e+01;-1.173841836851128164e+02
1.078385328204192106e+01;-1.173118001226839908e+02
1.085267218712489701e+01;-1.172394165602551652e+02
1.092193027118897852e+01;-1.171670329978263396e+02
1.099163033692591895e+01;-1.170946494353975140e+02
1.106177520491329425e+01;-1.170222658729686884e+02
1.113236771372865697e+01;-1.169498823105398628e+02
1.120341072006440442e+01;-1.168774987481110372e+02
1.127490709884337505e+01;-1.168051151856822116e+02
1.134685974333518921e+01;-1.167327316232533860e+02
1.141927156527334475e+01;-1.166603480608245604e+02
1.149214549497303040e+01;-1.165879644983957348e+02
1.156548448144972241e+01;-1.165155809359668950e+02
1.163929149253850781e+01;-1.164431973735380694e+02
1.171356951501419985e+01;-1.163708138111092438e+02
1.178832155471219956e+01;-1.162984302486804182e+02
1.186355063665012821e+01;-1.162260466862515926e+02
1.193925980515024854e+01;-1.161536631238227670e+02
1.201545212396266038e+01;-1.160812795613939414e+02
1.209213067638927974e+01;-1.160088959989651158e+02
1.216929856540861010e+01;-1.159365124365362902e+02
1.224695891380131840e+01;-1.158641288741074646e+02
1.232511486427660330e+01;-1.157917453116786390e+02
1.240376957959936277e+01;-1.157193617492498134e+02
1.248292624271819662e+01;-1.156469781868209878e+02
1.256258805689421010e+01;-1.155745946243921622e+02
1.264275824583062935e+01;-1.155022110619633366e+02
1.272344005380326593e+01;-1.154298274995345110e+02
1.280463674579181088e+01;-1.153574439371056854e+02
1.288635160761194243e+01;-1.152850603746768456e+02
1.296858794604830578e+01;-1.152126768122480200e+02
1.305134908898832791e+01;-1.151402932498191944e+02
1.313463838555689200e+01;-1.150679096873903688e+02
1.321845920625185578e+01;-1.149955261249615432e+02
1.330281494308046142e+01;-1.149231425625327176e+02
1.338770900969659117e+01;-1.148507590001038920e+02
1.347314484153891279e+01;-1.147783754376750665e+02
1.355912589596990081e+01;-1.147059918752462409e+02
1.364565565241574951e+01;-1.146336083128174153e+02
1.373273761250717584e+01;-1.145612247503885897e+02
1.382037530022111405e+01;-1.144888411879597641e+02
